40,Sonnerie Silencieux,"Mode Silence - Muet, Mode Silencieux, Calme, Chut Pour Iphone",45,Argentina,AR,1974.0,,,,,,,
5731,거북이,빙고,60,South Korea,KR,1974.0,"i.e., South Korea",,,,,,
5741,이혜진 (HEY JINI),힘들때 위로가 되는 노래(疲惫时可以成为安慰的歌曲),71,South Korea,KR,1974.0,"i.e., South Korea",,,,,,
5746,SoBerBoi,♡ ᶫᵒᵛᵉᵧₒᵤ ♡,76,South Korea,KR,1974.0,"i.e., South Korea",,,,,,
5747,제이레빗,바람이 불어오는 곳,77,South Korea,KR,1974.0,"i.e., South Korea",,,,,,
5749,Jason LoCricchio,Join the Team-Backing Track,79,South Korea,KR,1974.0,"i.e., South Korea",,,,,,
5758,精神感染体,Track in Time (Cover Dennis Kuo),89,South Korea,KR,1974.0,"i.e., South Korea",,,,,,
5786,moshimo sound design,Chopin Nocturne No. 2 Piano Mono,19,Spain,ES,1974.0,Code taken from name in Spanish: España,,,,,,
5802,Gloveity,"10 minutes, meditation, sleep, mindfulness, night(951759)",37,Spain,ES,1974.0,Code taken from name in Spanish: España,,,,,,
5844,Lt FitzGibbons Men,Monkeyshine-JP,80,Spain,ES,1974.0,Code taken from name in Spanish: España,,,,,,
5846,3KTrack,"Christmas song ""Let's decorate""",82,Spain,ES,1974.0,Code taken from name in Spanish: España,,,,,,
5847,Karina y Marina & Hugo23 & Sennior,TOTO Karina vs Hugo23,83,Spain,ES,1974.0,Code taken from name in Spanish: España,,,,,,
5848,takaya,"Suspense, horror, piano and music box",84,Spain,ES,1974.0,Code taken from name in Spanish: España,,,,,,
5861,Draganov89,Epic Music(863502),98,Spain,ES,1974.0,Code taken from name in Spanish: España,,,,,,
5885,unknown,eating sound,22,Sweden,SE,1974.0,,,,,,,
5892,Piero Piccioni,Western Music: Arizona Dreaming,29,Sweden,SE,1974.0,,,,,,,
5905,Icy Light,Grieg / Morning Mood 02 (Full Oke LP version)(899765),42,Sweden,SE,1974.0,,,,,,,
5906,Lt FitzGibbons Men,Monkeyshine-JP,43,Sweden,SE,1974.0,,,,,,,
5915,Clavier,Hinoki Wood,52,Sweden,SE,1974.0,,,,,,,
5966,moshimo sound design,Chopin Nocturne No. 2 Piano Mono,3,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
5987,Lt FitzGibbons Men,Monkeyshine-JP,24,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
5990,Draganov89,Epic Music(863502),28,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
5993,BCD Studio,Ready,31,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6023,Kevin MacLeod & Kevin The Monkey,Monkeys Spinning Monkeys,61,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6024,takaya,"Suspense, horror, piano and music box",62,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6028,yo suzuki(akisai),"Funny video ""Carmen Prelude"" Arranging weakness(836530)",66,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6034,Gloveity,"10 minutes, meditation, sleep, mindfulness, night(951759)",72,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6043,Tansa,Powerful songs like action movie music,81,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6044,BCD Studio,Sunrise,82,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6047,Apollo Nove,Creepy Violins,85,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6054,Skittlegirl Sound,"Spooky, quiet, scary atmosphere piano songs",92,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6061,Jason LoCricchio,Join the Team-Backing Track,99,Switzerland,CH,1974.0,Code taken from name in Latin: Confoederatio Helvetica,,,,,,
6066,DJ.King,我就皮一下哈哈哈,4,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6070,XGPRMI,JSS硬曲 (Tình yêu và Remix),8,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6074,欣雨歌,每天都有好心情,12,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6075,欣雨歌,你可爱的样子,13,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6079,欣雨歌,美食的味道,18,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6085,背景音乐小助手,新闻快讯 重大报道,24,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6095,所爱隔山海,战曲,35,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6096,宋意弦,下辈子记得先爱自己,36,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6101,宋智敏,我家的小可爱,41,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6102,yo suzuki(akisai),"Funny video ""Carmen Prelude"" Arranging weakness(836530)",42,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6103,GINTA & ODAKEi,UCHIDA 1,43,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6105,梦洛伊,是时候表演真正的技术了（DJ版）,45,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6109,Apollo Nove,Creepy Violins,50,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6111,苏鹤&萌妹,NevadaDJ（抖音热播）,52,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6112,Jason LoCricchio,Join the Team-Backing Track,53,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6113,DJ Manikci Team,DJ MORE THAN YOU KNOW X ALONE MELODY,54,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6116,李欣慰,古风温馨幸福叙事 - 中国风仙侠流行音乐,57,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6117,东 百 下 小 雨,i watch the moon,58,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6124,难抉择,有爱就不怕（Cover emovo）,65,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6125,YOASOBI,たぶん,66,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6126,BCD Studio,Sunrise,67,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6127,音乐鉴赏,可爱呆萌,68,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6128,RIZAL NHARCKY,My Neck My Body Plat Kt,69,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6133,马丹,寂寞烟火（Cover 朱婧汐JING）,74,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6135,邓家忠,芭比q了,76,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6136,Mr.music,开心快乐轻松,77,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6139,望新春,禅(纯音乐),81,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6145,萌比Yfh,可爱くなりたい （Cover HoneyWorks/雨宮天）,87,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6146,欣雨歌,吃饭啦,88,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6150,宋智敏,小朋友的快乐（儿童歌曲）,92,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6152,MrM,搞笑滑稽搞怪,94,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6153,文武贝,愿得一人心 - 钢琴曲,95,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6155,℉MUSI℃,要不要送他去上班,97,Taiwan,TW,1974.0,Covers the current jurisdiction of the Republic of China except Kinmen and Lienchiang,,,,,,
6163,Mitsu Sound,Very cute melody by marimba tone(39813),5,Thailand,TH,1974.0,,,,,,,
6170,orino,Vlog ・ Stylish city pop(1275391),12,Thailand,TH,1974.0,,,,,,,
6177,staywithnoppo,นปโปะหม่ำๆ,19,Thailand,TH,1974.0,,,,,,,
6178,NOAH,ไม่คลั่งรักได้ไง (speed up),20,Thailand,TH,1974.0,,,,,,,
6185,เมล ตวิษา แปดแสนซาวด์ & ปิ๋ม ชุติมา,ของใครของมัน - Preview,27,Thailand,TH,1974.0,,,,,,,
6186,Sound Owl,[Animals and dishes] Cute BGM,28,Thailand,TH,1974.0,,,,,,,
6189,LEOPARD,Funny lazy donkey (hilarious song)(937200),31,Thailand,TH,1974.0,,,,,,,
6191,ILLSLICK,ใจร้าย (Live Version),33,Thailand,TH,1974.0,,,,,,,
6201,上野燿,Animal baby,43,Thailand,TH,1974.0,,,,,,,
6205,Audiosphere,So Cute,47,Thailand,TH,1974.0,,,,,,,
6216,Silly Fools,เทพลีลา(HOOK),58,Thailand,TH,1974.0,,,,,,,
6218,โจอี้ ภูวศิษฐ์,นิดหน่อย,60,Thailand,TH,1974.0,,,,,,,
6222,BCD Studio,Future,64,Thailand,TH,1974.0,,,,,,,
6224,Mzyika Sound,にこにこわんちゃん,66,Thailand,TH,1974.0,,,,,,,
6225,NOVA,Sad song by piano and violin(886018),67,Thailand,TH,1974.0,,,,,,,
6231,moshimo sound design,Chopin Nocturne No. 2 Piano Mono,73,Thailand,TH,1974.0,,,,,,,
6236,เปเปอร์ เพลนส์ & โจอี้ ภูวศิษฐ์,สาริกาลิ้นทอง (Smooth-talker) (Main),78,Thailand,TH,1974.0,,,,,,,
6243,ILLSLICK,คำๆ เดียว Feat. LILY (ท่อนลิลลี่),86,Thailand,TH,1974.0,,,,,,,
6247,BCD Studio,Sunrise,90,Thailand,TH,1974.0,,,,,,,
6255,MaSssuguMusic,Ghibli-style nostalgic waltz,98,Thailand,TH,1974.0,,,,,,,
6256,Joey Boy,Rak Thoe Mai Mi Mot,99,Thailand,TH,1974.0,,,,,,,
6276,highmelih & ati2x06 & onvrwalker,Kabul Olan Tek Duamsın,19,Turkey,TR,1974.0,,,,,,,
6279,rash7.24,Pişt (1),22,Turkey,TR,1974.0,,,,,,,
6280,Blazer Boccle,WOTSAPNIN PT. TWO,23,Turkey,TR,1974.0,,,,,,,
6292,Brukan Müzik & Erhan Gündere,En Duygusal Fon Müziği 76,35,Turkey,TR,1974.0,,,,,,,
6329,Cahit Başkent,Öyle Bir Bakışın Varki,72,Turkey,TR,1974.0,,,,,,,
6332,Isyan Tetick,Adana Merkez Patlıyor Herkes,75,Turkey,TR,1974.0,,,,,,,
6341,BCD Studio,Sunrise,84,Turkey,TR,1974.0,,,,,,,
6349,onvrwalker & highmelih & ati2x06,Dale Don Dale,92,Turkey,TR,1974.0,,,,,,,
6351,AJIMUSTANG,超有节奏的异域风,94,Turkey,TR,1974.0,,,,,,,
6379,Apollo Nove,Creepy Violins,22,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6387,Draganov89,Epic Music(863502),30,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6409,BCD Studio,Sunrise,53,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6410,GXMZ,FRAY (Slowed),54,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6428,SLAP HOUSE MAFIA,Lovely,72,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6431,ati2x06 & KlaizeeXD & Twinzy,Ela Joga na Hora,75,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6442,Canal Records JP,Rock and Roll Session,86,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6444,moshimo sound design,Chopin Nocturne No. 2 Piano Mono,88,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6446,LC DE VV,Troll Phonk,90,Ukraine,UA,1974.0,Previous country name used by ISO: Ukrainian SSR,,,,,,
6473,Sonnerie Silencieux,"Mode Silence - Muet, Mode Silencieux, Calme, Chut Pour Iphone",18,United Arab Emirates,AE,1974.0,,,,,,,
6474,BCD Studio,Sunrise,19,United Arab Emirates,AE,1974.0,,,,,,,
6475,Tansa,Powerful songs like action movie music,20,United Arab Emirates,AE,1974.0,,,,,,,
6489,Oruc Amin,QapQara Zülmet Geceler,34,United Arab Emirates,AE,1974.0,,,,,,,
6509,عبدالمجيد عبدالله,غزال ما ينصادي,54,United Arab Emirates,AE,1974.0,,,,,,,
6512,Draganov89,Epic Music(863502),57,United Arab Emirates,AE,1974.0,,,,,,,
6514,syummacha,slow piano music(1297827),59,United Arab Emirates,AE,1974.0,,,,,,,
6517,Ufuk Kızıl,Kalk Gidelim,62,United Arab Emirates,AE,1974.0,,,,,,,
6518,marocofficial,النشيد الوطني الاماراتي,63,United Arab Emirates,AE,1974.0,,,,,,,
6522,vmozjr,Seruling Kalonaho,67,United Arab Emirates,AE,1974.0,,,,,,,
6523,The Choir of Royal Holloway & Rupert Gough,Clausen: In pace,68,United Arab Emirates,AE,1974.0,,,,,,,
6539,Jason LoCricchio,Join the Team-Backing Track,84,United Arab Emirates,AE,1974.0,,,,,,,
6607,BCD Studio,Sunrise,54,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6614,Lt FitzGibbons Men,Monkeyshine-JP,61,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6620,Kevin MacLeod & Kevin The Monkey,Monkeys Spinning Monkeys,68,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6625,Draganov89,Epic Music(863502),73,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6632,Gloveity,"10 minutes, meditation, sleep, mindfulness, night(951759)",80,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6637,takaya,"Suspense, horror, piano and music box",86,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6639,BCD Studio,Ready,88,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6645,Skittlegirl Sound,"Spooky, quiet, scary atmosphere piano songs",94,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6649,Clavier,Hinoki Wood,99,United Kingdom,GB,1974.0,Code taken from official name: United Kingdom of Great Britain and Northern Ireland,,,,,,
6666,Kevin MacLeod & Kevin The Monkey,Monkeys Spinning Monkeys,16,United States,US,1974.0,,,,,,,
6692,Lt FitzGibbons Men,Monkeyshine-JP,43,United States,US,1974.0,,,,,,,
6707,moshimo sound design,Chopin Nocturne No. 2 Piano Mono,58,United States,US,1974.0,,,,,,,
6708,Clavier,Hinoki Wood,59,United States,US,1974.0,,,,,,,
6709,takaya,"Suspense, horror, piano and music box",60,United States,US,1974.0,,,,,,,
6725,unknown,eating sound,77,United States,US,1974.0,,,,,,,
6732,Skittlegirl Sound,"Spooky, quiet, scary atmosphere piano songs",84,United States,US,1974.0,,,,,,,
6738,BCD Studio,Sunrise,90,United States,US,1974.0,,,,,,,
6776,Halip丨Music,Elvida Kecmisim,28,Uzbekistan,UZ,1992.0,,,,,,,
6794,Apollo Nove,Creepy Violins,46,Uzbekistan,UZ,1992.0,,,,,,,
6816,ati2x06 & KlaizeeXD & Twinzy,Ela Joga na Hora,68,Uzbekistan,UZ,1992.0,,,,,,,
6828,Rakibul Hasan Rahat,Alone,81,Uzbekistan,UZ,1992.0,,,,,,,
6829,Draganov89,Epic Music(863502),82,Uzbekistan,UZ,1992.0,,,,,,,
6833,Ufuk Kızıl,Kalk Gidelim,86,Uzbekistan,UZ,1992.0,,,,,,,
6834,Zarazza,Что ещё сказать.`,87,Uzbekistan,UZ,1992.0,,,,,,,
6838,GXMZ,FRAY (Slowed),91,Uzbekistan,UZ,1992.0,,,,,,,
6840,Talhaflex,вечера (slowed),93,Uzbekistan,UZ,1992.0,,,,,,,
6846,Sonnerie Silencieux,"Mode Silence - Muet, Mode Silencieux, Calme, Chut Pour Iphone",99,Uzbekistan,UZ,1992.0,,,,,,,
6852,Mitsu Sound,Very cute melody by marimba tone(39813),5,Vietnam,VN,1974.0,,,,,,,
6861,上野燿,Animal baby,14,Vietnam,VN,1974.0,,,,,,,
6863,Audiosphere,So Cute,16,Vietnam,VN,1974.0,,,,,,,
6871,BCD Studio,Sunrise,24,Vietnam,VN,1974.0,,,,,,,
6874,BCD Studio,Future,28,Vietnam,VN,1974.0,,,,,,,
6875,羽肿,羽肿 - Windy Hill,29,Vietnam,VN,1974.0,,,,,,,
6877,"Hương Giang, Phạm Hồng Phước",Mùa Ta Đã Yêu (Rap Version),31,Vietnam,VN,1974.0,,,,,,,
6879,陈小潇,阿衣莫（陈小潇 Remix）,33,Vietnam,VN,1974.0,,,,,,,
6882,Dinhmusic,Siêu quậy bát giới,36,Vietnam,VN,1974.0,,,,,,,
6885,Mianyang,起风了 (Cover 买辣椒也用券),39,Vietnam,VN,1974.0,,,,,,,
6902,EX Team,Têt Trung Thu,56,Vietnam,VN,1974.0,,,,,,,
6908,Dumak,Ổn Không Ổn Chứ - TikTok,62,Vietnam,VN,1974.0,,,,,,,
6910,汪琪灿,冬眠 钢琴版 (Cover 司南),64,Vietnam,VN,1974.0,,,,,,,
6913,刘汉成,Jar Of Love（DJ版） (刘汉成 Remix),68,Vietnam,VN,1974.0,,,,,,,
6919,童小丽,GoneBad（PHONK蝴蝶步舞版）,74,Vietnam,VN,1974.0,,,,,,,
6925,杜贴心,旅途（治愈版纯音乐),80,Vietnam,VN,1974.0,,,,,,,
6934,sosadcucmanh,Xinh Ngoan Yêu Của Anh Đâu Rồi,90,Vietnam,VN,1974.0,,,,,,,
6936,李欣慰,古风温馨幸福叙事 - 中国风仙侠流行音乐,92,Vietnam,VN,1974.0,,,,,,,
